Case Label,Case ID,Transcript,Position,Input Token,Model True Prediction (Top K + Prob Sum),Layer,Baseline (logit-lens),Pure ASR,Mixed 50/50,Pure QA
QA held-out example,VAL_QA_000, ,153, of,legs | the | sound | pig | pigs (sum: 1.00),0," | ( | "" | 1 | C (sum: 0.40)",放出 | numbers | 是一件 | of | 没有人 (sum: 0.12),of | people | numbers | 们的 | 什么时候 (sum: 0.29),people | of | who | about | our (sum: 0.22)
QA held-out example,VAL_QA_000, ,153, of,legs | the | sound | pig | pigs (sum: 1.00),2, | ( | in | a | 2 (sum: 0.31),"of | 数 | number | numbers | , (sum: 0.59)",of | people | for | 数 | number (sum: 0.38),people | who | large | the | of (sum: 0.18)
QA held-out example,VAL_QA_000, ,153, of,legs | the | sound | pig | pigs (sum: 1.00),4, | ( | l | - | to (sum: 0.31),数 | 数字 | number | 许多 | numbers (sum: 0.60),数 | 许多 | number | people | like (sum: 0.23),people | the | large | 尽 | our (sum: 0.14)
QA held-out example,VAL_QA_000, ,153, of,legs | the | sound | pig | pigs (sum: 1.00),6,times |  | - | 考察 | in (sum: 0.35),数 | number | numbers | 数字 | 许多 (sum: 0.92),数 | number | times | 许多 | numbers (sum: 0.75),the | people | times | large | number (sum: 0.20)
QA held-out example,VAL_QA_000, ,153, of,legs | the | sound | pig | pigs (sum: 1.00),8, | - | . | times | : (sum: 0.49),数 | 次数 | number | 数量 | 总数 (sum: 0.92),数 | number | 次数 | times | 数量 (sum: 0.84),times | people | number | 数 | each (sum: 0.38)
QA held-out example,VAL_QA_000, ,153, of,legs | the | sound | pig | pigs (sum: 1.00),10, | - | 1 | - | hind (sum: 0.39),数字 | 数 | 总数 | 数量 | 次数 (sum: 0.71),数 | number | 数字 | times | 数量 (sum: 0.62),times | people | number | 数 | among (sum: 0.39)
QA held-out example,VAL_QA_000, ,153, of,legs | the | sound | pig | pigs (sum: 1.00),12, | : | 彼此 | - | sometimes (sum: 0.67),数量 | 数 | 次数 | 总数 | number (sum: 0.82),数 | number | 次数 | times | 数量 (sum: 0.68),people | times | 数 | number | among (sum: 0.40)
QA held-out example,VAL_QA_000, ,153, of,legs | the | sound | pig | pigs (sum: 1.00),14, | 往往 | + | : | 写 (sum: 0.28),数量 | 的数量 | 数 | counted | 次数 (sum: 0.75),数 | times | 多少 | counted | 的数量 (sum: 0.39),times | people | 多少 | among | 数 (sum: 0.21)
QA held-out example,VAL_QA_000, ,153, of,legs | the | sound | pig | pigs (sum: 1.00),16, | - | : | <|0.08|> | <|0.03|> (sum: 0.82),数量 | 数 | 有多少 | 的数量 | counted (sum: 0.43),times | people | 有多少 | 数 | 多少 (sum: 0.29),times | people | among | 精 | the (sum: 0.18)
QA held-out example,VAL_QA_000, ,153, of,legs | the | sound | pig | pigs (sum: 1.00),18, | - | . | times | + (sum: 0.65),times | 数量 | 数 | 多少 | 的数量 (sum: 0.50),times | 数 | people | 多少 | times (sum: 0.47),times | days | people | the | nights (sum: 0.24)
QA held-out example,VAL_QA_000, ,153, of,legs | the | sound | pig | pigs (sum: 1.00),20," | 三 | the | , | 明显 (sum: 0.32)",腿 | legs | 多少 | leg | 稀 (sum: 0.50),legs | 腿 | the | times | 多少 (sum: 0.23),the | legs | times | 页 | ways (sum: 0.16)
QA held-out example,VAL_QA_000, ,153, of,legs | the | sound | pig | pigs (sum: 1.00),22,leg | legs | 腿 | Leg | the (sum: 0.99),legs | leg | 腿 | 腿部 | Leg (sum: 1.00),legs | leg | 腿 | 腿部 | 双腿 (sum: 1.00),legs | leg | 腿 | 腿部 | 双腿 (sum: 0.98)
QA held-out example,VAL_QA_000, ,153, of,legs | the | sound | pig | pigs (sum: 1.00),24,legs | leg | 腿 | 腿部 | 双腿 (sum: 1.00),legs | 腿 | 腿部 | leg | 双腿 (sum: 1.00),legs | 腿 | 腿部 | leg | 双腿 (sum: 1.00),legs | 腿部 | 腿 | leg | 双腿 (sum: 1.00)
QA held-out example,VAL_QA_000, ,153, of,legs | the | sound | pig | pigs (sum: 1.00),26,legs | leg | 腿 | 腿部 | Leg (sum: 1.00),legs | 腿 | leg | 腿部 | 双腿 (sum: 1.00),legs | 腿部 | 腿 | leg | 双腿 (sum: 1.00),legs | 腿部 | 腿 | leg | pigs (sum: 1.00)
QA held-out example,VAL_QA_000, ,153, of,legs | the | sound | pig | pigs (sum: 1.00),28,legs |  | leg | 腿部 | sound (sum: 1.00),legs | 腿部 | 双腿 | leg | 腿 (sum: 1.00),legs | 腿部 | 双腿 | 腿 | leg (sum: 1.00),legs | 腿部 | Leg | 双腿 | Legs (sum: 1.00)
QA held-out example,VAL_QA_000, ,153, of,legs | the | sound | pig | pigs (sum: 1.00),30,legs | sound | the | p | sounds (sum: 0.99),legs | sound | the | 腿部 | sounds (sum: 1.00),legs | sound | the | sounds | 腿部 (sum: 1.00),legs | sound | sounds | the | 腿部 (sum: 1.00)
QA held-out example,VAL_QA_000, ,154, legs,of | for | is | a | in (sum: 0.73),0,( | 某种 | ... | C | 接 (sum: 0.31),放出 | 毯 | <|midi_velocity_75|> | 的故事 | 酒 (sum: 0.13),毯 | 婚姻 | 的故事 | promises | 从小就 (sum: 0.08),and | <|im_end|> | or | srand | 等方面的 (sum: 0.14)
QA held-out example,VAL_QA_000, ,154, legs,of | for | is | a | in (sum: 0.73),2,( | 饱 | 网 | 杨 | 操 (sum: 0.11),酒 | 疯 | 毯 | ged | 恨 (sum: 0.12),章 | 象 | 思 | 斟 | 下半 (sum: 0.10),象 | 当前位置 | 综合实力 | `( | tfoot (sum: 0.08)
QA held-out example,VAL_QA_000, ,154, legs,of | for | is | a | in (sum: 0.73),4,早晚 | 接地 | 分支 | 田 | 多方 (sum: 0.14),脚 | 腿 | 盘 | 脚下 | legs (sum: 0.28),脚 | 盘 | 李先生 | 下半 | 腿 (sum: 0.09),当前位置 | <|im_end|> | tfoot | 综合实力 | `( (sum: 0.17)
QA held-out example,VAL_QA_000, ,154, legs,of | for | is | a | in (sum: 0.73),6,接地 | 分支 | ged | fold | 纯洁 (sum: 0.34),腿 | 盘 | leg | legs | 脚 (sum: 0.48),盘 | 腿 | legs | 伦 | palindrome (sum: 0.20),当前位置 | <|im_end|> | 委宣传 | palindrome | tfoot (sum: 0.09)
QA held-out example,VAL_QA_000, ,154, legs,of | for | is | a | in (sum: 0.73),8,接地 | 部分 | 分支 | 析 | 核算 (sum: 0.17),leg | legs | 腿 | 双腿 | 部分 (sum: 0.77),legs | leg | 腿 | 部分 | 翼 (sum: 0.58),委宣传 | 部分 | 章 | tfoot | legs (sum: 0.06)
QA held-out example,VAL_QA_000, ,154, legs,of | for | is | a | in (sum: 0.73),10,粉 | 这一 | 应 | 鞋 | 部分 (sum: 0.20),腿 | legs | leg |  | 盘 (sum: 0.82),legs | 腿 | leg | Leg | 章 (sum: 0.73),legs | 少 | leg | 遍 | 章 (sum: 0.16)
QA held-out example,VAL_QA_000, ,154, legs,of | for | is | a | in (sum: 0.73),12,鞋 | 扯 | 这一 | 应 | 联合会 (sum: 0.31),腿 | 脚下 | 盘 |  | 秋天 (sum: 0.50),脚下 | 腿 | legs | 呀 | 问答 (sum: 0.25),问答 | 遍 | 了 | 少 | 呀 (sum: 0.14)
QA held-out example,VAL_QA_000, ,154, legs,of | for | is | a | in (sum: 0.73),14,方面的 | 这一 | 报 | 部分 | � (sum: 0.22),腿 |  | 脚 | legs | 秋天 (sum: 0.59),腿 |  | legs | 脚 | 踢 (sum: 0.48),legs | 了 | 腿 | the | 问答 (sum: 0.16)
QA held-out example,VAL_QA_000, ,154, legs,of | for | is | a | in (sum: 0.73),16,方面的 | 百 | less | 应 | 这一 (sum: 0.21), | 腿 |  | leg | legs (sum: 0.57), | 腿 | legs | 方面的 | the (sum: 0.20),the | were | would | legs | 方面的 (sum: 0.17)
QA held-out example,VAL_QA_000, ,154, legs,of | for | is | a | in (sum: 0.73),18,ged | 田 | 方面的 | ' | 纷 (sum: 0.67),腿 | leg |  | Leg | ged (sum: 0.61),腿 | leg | Leg | ged | the (sum: 0.40),the | will | Leg | ged | were (sum: 0.36)
QA held-out example,VAL_QA_000, ,154, legs,of | for | is | a | in (sum: 0.73),20,ged | 田 | 身份 | 报 | 悬崖 (sum: 0.68),ged | 腿 | leg |  | 物种 (sum: 0.60),the | ged | will | 腿 | should (sum: 0.57),the | will | belongs | should | ged (sum: 0.70)
QA held-out example,VAL_QA_000, ,154, legs,of | for | is | a | in (sum: 0.73),22,田 | will | 法定 | 一个小 | ged (sum: 0.22),depends | 腿 | ged | legs |  (sum: 0.49),depends | will | belongs | the | 腿 (sum: 0.49),will | the | depends | belongs | should (sum: 0.42)
QA held-out example,VAL_QA_000, ,154, legs,of | for | is | a | in (sum: 0.73),24,of |  | after | should | is (sum: 0.30),the | depends | should | after | belongs (sum: 0.37),the | belongs | should | belonging | will (sum: 0.47),the | belongs | should | belonging | will (sum: 0.41)
QA held-out example,VAL_QA_000, ,154, legs,of | for | is | a | in (sum: 0.73),26,a | of | is | for | 一个 (sum: 0.46),Output | will | for | the | should (sum: 0.40),the | Output | will | should | for (sum: 0.43),the | will | Output | should | <|im_end|> (sum: 0.35)
QA held-out example,VAL_QA_000, ,154, legs,of | for | is | a | in (sum: 0.73),28,for | 一个 | is |  | will (sum: 0.55),for | Output | will | output | <|im_end|> (sum: 0.51),<|im_end|> | for | will | the | should (sum: 0.62),<|im_end|> | for | the | will | should (sum: 0.72)
QA held-out example,VAL_QA_000, ,154, legs,of | for | is | a | in (sum: 0.73),30,of | will | for | is | should (sum: 0.88),<|im_end|> | of | for | the | is (sum: 0.78),<|im_end|> | of | will | is | the (sum: 0.86),<|im_end|> | of | will | is | should (sum: 0.92)
QA held-out example,VAL_QA_000, ,155, is,<|im_end|> |  | three | two | unknown (sum: 0.99),0, | - | / |  | not (sum: 0.64),is | 的信息 | is | A | 并不是 (sum: 0.49),is | is | not | now | where (sum: 0.58),now | not | also | the | most (sum: 0.20)
QA held-out example,VAL_QA_000, ,155, is,<|im_end|> |  | three | two | unknown (sum: 0.99),2,- | in | / | now |  (sum: 0.24),是一个 | is | is | 是一 | 他知道 (sum: 0.60),a | is | 是一个 | now | not (sum: 0.12),劳 | 综合实力 | the | sonic | now (sum: 0.06)
QA held-out example,VAL_QA_000, ,155, is,<|im_end|> |  | three | two | unknown (sum: 0.99),4,not | - | in |  | ( (sum: 0.45),是一个 | 是 | is | 是一 | 他知道 (sum: 0.24),his | like | a | now | 他的 (sum: 0.13),the | 劳 | his | 伤口 | also (sum: 0.09)
QA held-out example,VAL_QA_000, ,155, is,<|im_end|> |  | three | two | unknown (sum: 0.99),6," | not | in | - | , (sum: 0.48)",是一 | 是一个 | 它是 | 是 | 它 (sum: 0.62),the | a | now | there | not (sum: 0.25),the | 劳 | living | a | 极 (sum: 0.31)
QA held-out example,VAL_QA_000, ,155, is,<|im_end|> |  | three | two | unknown (sum: 0.99),8," | not | , | also | <|endoftext|> (sum: 0.37)",数 | 它是 | 否 | 不少 | 数字 (sum: 0.68),数 | the | number | not | 不是 (sum: 0.74),the | not | 数 | one | a (sum: 0.66)
QA held-out example,VAL_QA_000, ,155, is,<|im_end|> |  | three | two | unknown (sum: 0.99),10, | not | 提 | - | 应当 (sum: 0.18),数字 | 是一 | 数 | . | 不少 (sum: 0.39),not | 数 | 数字 | the | less (sum: 0.47),the | not | less | always | sometimes (sum: 0.78)
QA held-out example,VAL_QA_000, ,155, is,<|im_end|> |  | three | two | unknown (sum: 0.99),12,应当 |  | 能否 | not | - (sum: 0.22),. | not | 数字 | . | 否 (sum: 0.53),not | the | . | 数字 | less (sum: 0.77),not | the | always | less | one (sum: 0.66)
QA held-out example,VAL_QA_000, ,155, is,<|im_end|> |  | three | two | unknown (sum: 0.99),14,应当 |  | 无 | 披 | not (sum: 0.12),数字 | . | . | 否 | 数 (sum: 0.42),数字 | not | less | 否 | . (sum: 0.44),not | the | less | always | 数字 (sum: 0.40)
QA held-out example,VAL_QA_000, ,155, is,<|im_end|> |  | three | two | unknown (sum: 0.99),16, | : | 应当 | not | 披 (sum: 0.47),. | . | 。 | 数量 | 如果是 (sum: 0.28),not | . | the | . | 可以根据 (sum: 0.25),not | the | always | unknown | among (sum: 0.26)
QA held-out example,VAL_QA_000, ,155, is,<|im_end|> |  | three | two | unknown (sum: 0.99),18, | : | not | 应当 | 嘴 (sum: 0.50),. | 的答案 | 答案 | answer | 来回 (sum: 0.55),answer | . | 的答案 | 答案 | not (sum: 0.33),unknown | not | the | answer | always (sum: 0.23)
QA held-out example,VAL_QA_000, ,155, is,<|im_end|> |  | three | two | unknown (sum: 0.99),20, | not | depend | 取决于 | None (sum: 0.58),答案 | . | 的答案 | ____ | 数量 (sum: 0.40),answer | depend | not | ______ | 答案 (sum: 0.30),not | <|im_end|> | unknown | depend | answer (sum: 0.25)
QA held-out example,VAL_QA_000, ,155, is,<|im_end|> |  | three | two | unknown (sum: 0.99),22, | 私 | not | always | 封建 (sum: 0.83),based |  | answer | 可以根据 | ______ (sum: 0.28),<|im_end|> | unknown | based | determined | 可以根据 (sum: 0.50),<|im_end|> | unknown | determined | 可以根据 | ________ (sum: 0.65)
QA held-out example,VAL_QA_000, ,155, is,<|im_end|> |  | three | two | unknown (sum: 0.99),24, | : | always | 私 | not (sum: 0.88),based | : | <|im_end|> | determined | unknown (sum: 0.44),<|im_end|> | determined | unknown | based | 不确定 (sum: 0.65),<|im_end|> | determined | unknown | 不确定 | based (sum: 0.77)
QA held-out example,VAL_QA_000, ,155, is,<|im_end|> |  | three | two | unknown (sum: 0.99),26, | 输出 | 封建 | 私 | not (sum: 0.65),<|im_end|> | not | determined | Output | based (sum: 0.88),<|im_end|> | determined | unknown | Output | equal (sum: 0.98),<|im_end|> | determined | unknown | equal | Output (sum: 0.98)
QA held-out example,VAL_QA_000, ,155, is,<|im_end|> |  | three | two | unknown (sum: 0.99),28, | 输出 | not | output | ... (sum: 0.91),<|im_end|> | 输出 | not | output | Output (sum: 0.98),<|im_end|> | not | determined | output | unknown (sum: 0.99),<|im_end|> | determined | unknown | not | output (sum: 0.99)
QA held-out example,VAL_QA_000, ,155, is,<|im_end|> |  | three | two | unknown (sum: 0.99),30, | <|im_end|> | three | two | based (sum: 0.91),<|im_end|> |  | three | the | in (sum: 1.00),<|im_end|> | three | unknown | unspecified | infinite (sum: 1.00),<|im_end|> | unknown | unspecified | infinite | three (sum: 1.00)
QA held-out example,VAL_QA_000, ,156, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),0, | [ | 1 | - | ( (sum: 0.56),声 | 语音 | $ | music | <|im_end|> (sum: 0.43),0 | <|im_end|> | $ | 语音 | 声 (sum: 0.16),0 | 1 | 2 | 5 | 3 (sum: 0.43)
QA held-out example,VAL_QA_000, ,156, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),2,""" | [ |  | ( | 2 (sum: 0.17)",声 | 不是 | 还是 | 非常好的 | 这不是 (sum: 0.15),这样的 | 0 | 声 | 5 | 还是 (sum: 0.12),5 | 0 | 体 | 切 | 分 (sum: 0.16)
QA held-out example,VAL_QA_000, ,156, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),4, | [ | ... | ( | - (sum: 0.24),他知道 | 不是 |  | 是 | 是一座 (sum: 0.12),少 | 这样的 | 否 | 为了 | 0 (sum: 0.08),极 | 5 | 1 | 0 | 分 (sum: 0.10)
QA held-out example,VAL_QA_000, ,156, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),6,1 | 2 |  | 3 | 5 (sum: 0.21),得 | 0 | 临 | 1 | 拿 (sum: 0.17),1 | 0 | 5 | 2 | 3 (sum: 0.87),1 | 5 | 0 | 2 | 3 (sum: 0.87)
QA held-out example,VAL_QA_000, ,156, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),8,- | v | - | . | 1 (sum: 0.16),它是 | 否 | 数 | 在上海 | \ (sum: 0.09),1 | 0 | 2 | 5 | 3 (sum: 0.59),1 | 2 | 0 | 5 | 3 (sum: 0.93)
QA held-out example,VAL_QA_000, ,156, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),10,. | - | - | : | 1 (sum: 0.17),数字 | 0 | multip | none | 数量 (sum: 0.21),0 | 1 | 2 | 5 | 3 (sum: 0.90),1 | 0 | 2 | 5 | 3 (sum: 0.91)
QA held-out example,VAL_QA_000, ,156, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),12,应当 | - | 流动 | - | ful (sum: 0.32),0 | none | 否 | None | 3 (sum: 0.25),0 | 1 | 2 | 3 | 5 (sum: 0.90),0 | 1 | 2 | 3 | 4 (sum: 0.90)
QA held-out example,VAL_QA_000, ,156, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),14,1 | 应当 | 2 | 顶 | 3 (sum: 0.26),或多 | $. | 。 | 促进了 | . (sum: 0.16),0 | 1 | 2 | 3 | 4 (sum: 0.73),0 | 1 | 2 | 4 | 3 (sum: 0.90)
QA held-out example,VAL_QA_000, ,156, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),16,""" |  | 1 | not | - (sum: 0.21)",数量 | 答案 | . | 或多 | . (sum: 0.14),0 | 4 | 1 | 3 | 2 (sum: 0.55),0 | 4 | 1 | 3 | 2 (sum: 0.85)
QA held-out example,VAL_QA_000, ,156, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),18,"not | "" | 轮 | - | 解 (sum: 0.09)",数量 | none | $. | 计量 | . (sum: 0.20),圆形 | none | 数量 | 拍 | 哪里 (sum: 0.13),拍 | 圆形 | 0 | 4 | 1 (sum: 0.20)
QA held-out example,VAL_QA_000, ,156, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),20,三 | 无形 | four | 伸 | 拥有 (sum: 0.07),数量 | none | 属性 | 三条 | answer (sum: 0.23),0 | 4 | answer | 2 | 属性 (sum: 0.27),4 | 2 | 0 | 3 | 1 (sum: 0.66)
QA held-out example,VAL_QA_000, ,156, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),22,Por | legs | 无形 | 伸出 | none (sum: 0.12),legs | 腿 | 腿部 | 蹄 | leg (sum: 0.91),legs | 腿 | 蹄 | 2 | 4 (sum: 0.82),legs | 2 | 4 | 3 | 1 (sum: 0.70)
QA held-out example,VAL_QA_000, ,156, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),24,legs | 腿 | 丝 | tail | four (sum: 0.79),腿 | legs | 蹄 | 腿部 | 双腿 (sum: 0.97),腿 | legs | 蹄 | 腿部 | tail (sum: 0.94),蹄 | legs | 腿 | 0 | pig (sum: 0.84)
QA held-out example,VAL_QA_000, ,156, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),26,legs | 丝 | 尾巴 | 零 | tail (sum: 0.37),legs | tail | pig | 尾巴 | 腿 (sum: 0.83),legs | tail | pig | 尾巴 | Pig (sum: 0.74),tail | pig | legs | 0 | 4 (sum: 0.54)
QA held-out example,VAL_QA_000, ,156, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),28,4 | ho | 高度 | 地方 | 适应 (sum: 0.22),legs | tail | 4 | tail | 尾巴 (sum: 0.37),4 | 2 | 0 | legs | tail (sum: 0.50),4 | 2 | 0 | 3 | 1 (sum: 0.73)
QA held-out example,VAL_QA_000, ,156, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),30,4 | 0 | 2 | 1 |  (sum: 0.99),4 | 0 | <|im_end|> | 2 | 1 (sum: 0.99),4 | 0 | <|im_end|> | 2 | 1 (sum: 0.99),0 | 4 | <|im_end|> | 2 | 1 (sum: 0.99)
QA held-out example,VAL_QA_000,a ,23,<|AUDIO|>, | <|im_start|> |  | <|im_end|> | <|endoftext|> (sum: 1.00),0,失败 | 物 | 增加了 | 消 | 罚 (sum: 0.18),alc | ui | 销 | 点儿 | 消 (sum: 0.08),<|0.00|> | <|25.14|> | <|12.43|> | <|4.30|> | <|14.34|> (sum: 0.16),<|0.00|> | ichten | <|11.43|> | <|25.14|> | <|12.43|> (sum: 0.53)
QA held-out example,VAL_QA_000,a ,23,<|AUDIO|>, | <|im_start|> |  | <|im_end|> | <|endoftext|> (sum: 1.00),2,失败 | 物 | 全 | 代 | 旁 (sum: 0.02),urt | 阔 | cot | 雷 | rel (sum: 0.12), | <|endoftext|> | 沉 | 多 | <|0.00|> (sum: 0.15),<|0.00|> |  | 多 | <|endoftext|> |  (sum: 0.34)
QA held-out example,VAL_QA_000,a ,23,<|AUDIO|>, | <|im_start|> |  | <|im_end|> | <|endoftext|> (sum: 1.00),4,失败 | 物 | 全 | 旁 | 代 (sum: 0.02),些 | 溶 | urt | 罢了 | 一笔 (sum: 0.14), | 多 | 呈 | 溶 | 临 (sum: 0.14),<|0.00|> | 多 |  | <|endoftext|> |  (sum: 0.43)
QA held-out example,VAL_QA_000,a ,23,<|AUDIO|>, | <|im_start|> |  | <|im_end|> | <|endoftext|> (sum: 1.00),6,失败 | 物 | 旁 | 全 | 代 (sum: 0.02),构成 | ほど | 神经系统 | 临 | fe (sum: 0.06), | <|0.00|> | <|endoftext|> | 多 | 临 (sum: 0.31),<|0.00|> | 多 |  | <|endoftext|> |  (sum: 0.38)
QA held-out example,VAL_QA_000,a ,23,<|AUDIO|>, | <|im_start|> |  | <|im_end|> | <|endoftext|> (sum: 1.00),8,物 | 旁 | 失败 | 增加了 | 玄 (sum: 0.08),谐 | 恩 | 滚 | 错 | 雷 (sum: 0.09),腔 | 霏 | 谐 | 错 | 方 (sum: 0.07),霏 | 腔 | <|1.44|> | ota | 事儿 (sum: 0.05)
QA held-out example,VAL_QA_000,a ,23,<|AUDIO|>, | <|im_start|> |  | <|im_end|> | <|endoftext|> (sum: 1.00),10,物 | 旁 | 玄 | 失败 | 虹 (sum: 0.16),雷 | 虹 | feedback | 恩 | 方 (sum: 0.14),方 | ota | 腔 | feedback | 虹 (sum: 0.07),霏 | <|1.44|> | 腔 | ota | <|12.07|> (sum: 0.04)
QA held-out example,VAL_QA_000,a ,23,<|AUDIO|>, | <|im_start|> |  | <|im_end|> | <|endoftext|> (sum: 1.00),12,旁 | 物 | 玄 | 增加了 | 虹 (sum: 0.20),feedback | 麓 | 雷 | 方 | 制 (sum: 0.06),腔 | ota | 金属 | 麓 | 事儿 (sum: 0.05),腔 | 律 | <|12.07|> | 肽 | ota (sum: 0.04)
QA held-out example,VAL_QA_000,a ,23,<|AUDIO|>, | <|im_start|> |  | <|im_end|> | <|endoftext|> (sum: 1.00),14,玄 | 旁 | 物 | 淮 | Bun (sum: 0.18),feedback | 反复 | 雷 | 麓 | 盟 (sum: 0.08),事儿 | 方 | 金属 | 狗 | feedback (sum: 0.04),狗 | 肽 | 荸 | 尤为 | 附加 (sum: 0.03)
QA held-out example,VAL_QA_000,a ,23,<|AUDIO|>, | <|im_start|> |  | <|im_end|> | <|endoftext|> (sum: 1.00),16,旁 | 玄 | 淮 | 物 | 重点关注 (sum: 0.15), | feedback | 价值观 | 雷 | 盟 (sum: 0.14), | 事儿 | 金属 | 价值观 | 多样化 (sum: 0.04),事儿 | 尤为 | 荸 | 狗 | 多样化 (sum: 0.03)
QA held-out example,VAL_QA_000,a ,23,<|AUDIO|>, | <|im_start|> |  | <|im_end|> | <|endoftext|> (sum: 1.00),18,岸 | 虹 | 框 | 穹 | 旁 (sum: 0.04), |  | AI | fe | 多元 (sum: 0.19), | {' | e |  | R (sum: 0.05),e | tr | div | 尤为 | Stre (sum: 0.07)
QA held-out example,VAL_QA_000,a ,23,<|AUDIO|>, | <|im_start|> |  | <|im_end|> | <|endoftext|> (sum: 1.00),20,失败 | 母 | 寸 | 玄 | 怨 (sum: 0.05), | <|im_end|> | {' |  | AI (sum: 0.83), | {' | AI | I | <|im_end|> (sum: 0.35),I | D | {' | tr | e (sum: 0.13)
QA held-out example,VAL_QA_000,a ,23,<|AUDIO|>, | <|im_start|> |  | <|im_end|> | <|endoftext|> (sum: 1.00),22,<|startofword|> |  | 空 |  | challenge (sum: 0.07), |  | <|im_end|> |  |  (sum: 1.00), |  |  | <|im_end|> |  (sum: 0.99), |  |  |  | {' (sum: 0.78)
QA held-out example,VAL_QA_000,a ,23,<|AUDIO|>, | <|im_start|> |  | <|im_end|> | <|endoftext|> (sum: 1.00),24, |  | 空 | 娱乐 | limitation (sum: 0.34), |  | <|im_end|> |  | <|im_start|> (sum: 1.00), |  | <|im_end|> |  | <|im_start|> (sum: 1.00), |  |  | <|im_end|> | <|im_start|> (sum: 0.96)
QA held-out example,VAL_QA_000,a ,23,<|AUDIO|>, | <|im_start|> |  | <|im_end|> | <|endoftext|> (sum: 1.00),26, |  | 空 | 说明 | 顶 (sum: 0.33),<|im_end|> | <|im_start|> |  |  |  (sum: 1.00),<|im_end|> | <|im_start|> |  |  |  (sum: 0.99),<|im_end|> | <|im_start|> |  |  |  (sum: 0.96)
QA held-out example,VAL_QA_000,a ,23,<|AUDIO|>, | <|im_start|> |  | <|im_end|> | <|endoftext|> (sum: 1.00),28, |  | <|endoftext|> |  | ) (sum: 1.00), |  | <|im_end|> | <|im_start|> |  (sum: 1.00),<|im_end|> | <|im_start|> |  |  |  (sum: 1.00),"<|im_start|> | <|im_end|> |  |  | "") (sum: 1.00)"
QA held-out example,VAL_QA_000,a ,23,<|AUDIO|>, | <|im_start|> |  | <|im_end|> | <|endoftext|> (sum: 1.00),30, |  | <|im_start|> | <|im_end|> | <|endoftext|> (sum: 1.00), | <|im_start|> | <|im_end|> |  | <|endoftext|> (sum: 1.00),<|im_start|> |  | <|im_end|> |  |  (sum: 1.00),<|im_start|> | <|im_end|> |  |  |  (sum: 1.00)
QA held-out example,VAL_QA_000,a ,36,<|AUDIO|>, | 嗓子 |  | <|im_end|> | . (sum: 0.29),0,自卑 | � | anning | 替代 | 而言 (sum: 0.14),的声音 | 这就是 | 声音 | 生素 | 另一位 (sum: 0.11),中国市场 | 是否有 | 的声音 | 侵略 | 他认为 (sum: 0.06),死亡 | <|im_end|> | algun | Carbon | 恰当 (sum: 0.05)
QA held-out example,VAL_QA_000,a ,36,<|AUDIO|>, | 嗓子 |  | <|im_end|> | . (sum: 0.29),2,自卑 | � | anning | 替代 | 也知道 (sum: 0.10),stat | 声音 | 的声音 | 转移 | 发音 (sum: 0.11),ict | 声 | 事儿 | 中国市场 | 声音 (sum: 0.07),ict | 违法违规 | 佑 | 📣 | (expression (sum: 0.03)
QA held-out example,VAL_QA_000,a ,36,<|AUDIO|>, | 嗓子 |  | <|im_end|> | . (sum: 0.29),4,也知道 | anning | 替代 | 自卑 | � (sum: 0.12),发音 | 声音 | stat | 声 | noise (sum: 0.19),声 | ict | 事儿 | 声音 | 他说 (sum: 0.08),佑 | (expression | 风控 | 违法违规 | URLConnection (sum: 0.03)
QA held-out example,VAL_QA_000,a ,36,<|AUDIO|>, | 嗓子 |  | <|im_end|> | . (sum: 0.29),6,也知道 | 怎么样 | anning | 如何 | 替代 (sum: 0.09),而言 | 发音 | 声音 | 他说 | 声 (sum: 0.34),声 | 他说 | 事儿 | 声音 | 说话 (sum: 0.12),(expression | 事 | URLConnection | 风控 | 吃什么 (sum: 0.02)
QA held-out example,VAL_QA_000,a ,36,<|AUDIO|>, | 嗓子 |  | <|im_end|> | . (sum: 0.29),8,替代 | 也知道 | 密切 | 各项工作 | 怎么样 (sum: 0.08),而言 | 发音 | 没错 | 声音 | 他说 (sum: 0.16),而言 | ality | 事 | 他说 | ict (sum: 0.09),ality | 寡 | 一切 | 练 | 加上 (sum: 0.07)
