Case Label,Case ID,Transcript,Position,Input Token,Model True Prediction (Top K + Prob Sum),Layer,Baseline (logit-lens),Pure ASR,Mixed 50/50,Pure QA
QA held-out example,VAL_QA_000, ,156, of,legs | the | pigs | sound | pig (sum: 1.00),24,legs | leg | 腿 | 腿部 | 双腿 (sum: 1.00),legs | 腿 | leg | 腿部 | 双腿 (sum: 1.00),legs | 腿 | 腿部 | leg | 双腿 (sum: 1.00),legs | 腿 | 腿部 | leg | 双腿 (sum: 1.00)
QA held-out example,VAL_QA_000, ,156, of,legs | the | pigs | sound | pig (sum: 1.00),28,legs |  | leg | 腿部 | Leg (sum: 0.99),legs | 腿部 | 双腿 | leg | 腿 (sum: 1.00),legs | 腿部 | 双腿 | leg | 腿 (sum: 1.00),legs | 腿部 | leg | 腿 | Leg (sum: 1.00)
QA held-out example,VAL_QA_000, ,156, of,legs | the | pigs | sound | pig (sum: 1.00),30,legs | sound | the | p | sounds (sum: 0.98),legs | sound | the | 腿部 | sounds (sum: 0.99),legs | sound | the | sounds | 腿部 (sum: 0.99),legs | sound | sounds | the | 腿部 (sum: 0.99)
QA held-out example,VAL_QA_000, ,157, legs,of | for | <|im_end|> | is | in (sum: 0.72),0,( | 某种 | ... | C | 接 (sum: 0.32),放出 | 毯 | <|midi_velocity_75|> | 的故事 | 酒 (sum: 0.13),毯 | 婚姻 | 的故事 | promises | 从小就 (sum: 0.08),and | <|im_end|> | or | srand | 等方面的 (sum: 0.15)
QA held-out example,VAL_QA_000, ,157, legs,of | for | <|im_end|> | is | in (sum: 0.72),8,接地 | 分支 | 部分 | 析 | 核算 (sum: 0.17),leg | legs | 腿 | 双腿 | 翼 (sum: 0.77),leg | legs | 腿 | 部分 | 翼 (sum: 0.58),委宣传 | 部分 | 章 | legs | tfoot (sum: 0.05)
QA held-out example,VAL_QA_000, ,157, legs,of | for | <|im_end|> | is | in (sum: 0.72),16,方面的 | less | 应 | 百 | 报 (sum: 0.20), | 腿 | leg |  | legs (sum: 0.53),腿 |  | legs | 方面的 | Leg (sum: 0.20),the | were | legs | would | 腿 (sum: 0.11)
QA held-out example,VAL_QA_000, ,157, legs,of | for | <|im_end|> | is | in (sum: 0.72),20,ged | 田 | 报 |  | 身份 (sum: 0.64),ged | 腿 | leg |  | 相应的 (sum: 0.63),the | ged | 腿 | will | leg (sum: 0.55),the | will | belongs | ged | belonging (sum: 0.64)
QA held-out example,VAL_QA_000, ,157, legs,of | for | <|im_end|> | is | in (sum: 0.72),24,of |  | is | should | after (sum: 0.52),the | of | 对应 | belongs | should (sum: 0.33),the | belongs | of | should | belonging (sum: 0.46),the | belongs | belonging | should | of (sum: 0.37)
QA held-out example,VAL_QA_000, ,157, legs,of | for | <|im_end|> | is | in (sum: 0.72),28, | for | 一个 | of | is (sum: 0.61),for | Output | <|im_end|> | output | 输出 (sum: 0.53),<|im_end|> | for | will | the | Output (sum: 0.64),<|im_end|> | the | for | will | should (sum: 0.75)
QA held-out example,VAL_QA_000, ,157, legs,of | for | <|im_end|> | is | in (sum: 0.72),30,of | is | for | will | in (sum: 0.89),<|im_end|> | of | in | is | the (sum: 0.88),<|im_end|> | of | is | in | the (sum: 0.94),<|im_end|> | of | is | corresponds | the (sum: 0.96)
QA held-out example,VAL_QA_000, ,158, is,<|im_end|> |  | printed | three | displayed (sum: 0.99),0, | - | / |  | not (sum: 0.65),is | 的信息 | is | A | 并不是 (sum: 0.48),is | is | not | now | where (sum: 0.57),now | not | also | the | most (sum: 0.20)
QA held-out example,VAL_QA_000, ,158, is,<|im_end|> |  | printed | three | displayed (sum: 0.99),8," | , | not | also | - (sum: 0.41)",数 | 它是 | 否 | 数字 | 不少 (sum: 0.77),数 | the | number | not | 数字 (sum: 0.82),the | not | 数 | one | a (sum: 0.66)
QA held-out example,VAL_QA_000, ,158, is,<|im_end|> |  | printed | three | displayed (sum: 0.99),16, | : | 应当 | not | 披 (sum: 0.53),如果是 | 我们需要 | 来到了 | 判断 | . (sum: 0.12),not | the | based | less | 判断 (sum: 0.18),the | not | always | based | less (sum: 0.27)
QA held-out example,VAL_QA_000, ,158, is,<|im_end|> |  | printed | three | displayed (sum: 0.99),20, | not | based | : | depend (sum: 0.82),____ | __ | ______ | : | based (sum: 0.41),______ | ____ | depend | not | based (sum: 0.39),not | different | ______ | the | depend (sum: 0.28)
QA held-out example,VAL_QA_000, ,158, is,<|im_end|> |  | printed | three | displayed (sum: 0.99),24, | : | based | always | 私 (sum: 0.95),based | determined | : | <|im_end|> | printed (sum: 0.61),<|im_end|> | determined | based | printed | always (sum: 0.54),<|im_end|> | determined | based | always | printed (sum: 0.54)
QA held-out example,VAL_QA_000, ,158, is,<|im_end|> |  | printed | three | displayed (sum: 0.99),28, | 输出 | : | 显示 | based (sum: 0.88),<|im_end|> | 输出 | determined | output | printed (sum: 0.98),<|im_end|> | determined | output | printed | 输出 (sum: 0.99),<|im_end|> | determined | output | printed | not (sum: 0.99)
QA held-out example,VAL_QA_000, ,158, is,<|im_end|> |  | printed | three | displayed (sum: 0.99),30, | <|im_end|> | based | 输出 | : (sum: 0.87),<|im_end|> |  | the | a | printed (sum: 1.00),<|im_end|> | printed | the | based | determined (sum: 1.00),<|im_end|> | determined | unspecified | printed | <|im_start|> (sum: 1.00)
QA held-out example,VAL_QA_000, ,159, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),0, | [ | - | 1 | ( (sum: 0.55),声 | 语音 | $ | music | <|im_end|> (sum: 0.43),0 | <|im_end|> | $ | 语音 | 声 (sum: 0.15),0 | 1 | 2 | 5 | 3 (sum: 0.38)
QA held-out example,VAL_QA_000, ,159, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),8,1 | - | v | . | - (sum: 0.19),否 | 数 | 它是 | 在上海 | 数字 (sum: 0.09),1 | 0 | 2 | 5 | 3 (sum: 0.66),1 | 2 | 0 | 5 | 3 (sum: 0.93)
QA held-out example,VAL_QA_000, ,159, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),16,"1 | "" |  | - | not (sum: 0.17)",数量 | 答案 | 婚姻 | 更新 | . (sum: 0.10),0 | 4 | 1 | 3 | 2 (sum: 0.68),0 | 4 | 1 | 3 | 2 (sum: 0.86)
QA held-out example,VAL_QA_000, ,159, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),20,三 | four | 偶 | 水上 | 老大 (sum: 0.07),none | 数量 | 两只 | 三条 | 会长 (sum: 0.22),0 | 4 | 2 | answer | 3 (sum: 0.39),4 | 0 | 2 | 1 | 3 (sum: 0.77)
QA held-out example,VAL_QA_000, ,159, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),24,legs | 腿 | leg | 丝 | four (sum: 0.85),腿 | legs | 蹄 | 腿部 | 双腿 (sum: 0.98),腿 | legs | 蹄 | 腿部 | 脚 (sum: 0.97),蹄 | legs | 腿 | 0 | 4 (sum: 0.89)
QA held-out example,VAL_QA_000, ,159, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),28,4 | ho | 高度 | Bil | legs (sum: 0.21),legs | tail | 偶 | <|im_end|> | 4 (sum: 0.36),4 | 0 | legs | 2 | tail (sum: 0.47),4 | 0 | 2 | 3 | 1 (sum: 0.68)
QA held-out example,VAL_QA_000, ,159, ,4 | 0 | 2 | <|im_end|> | 1 (sum: 0.98),30,4 | 0 | 2 | 1 |  (sum: 0.99),<|im_end|> | 4 | 0 | 2 | 6 (sum: 0.99),0 | <|im_end|> | 4 | 2 | 1 (sum: 0.99),0 | <|im_end|> | 4 | 2 | 1 (sum: 0.99)
