Case Label,Case ID,Transcript,Position,Input Token,Model True Prediction (Top K + Prob Sum),Layer,Baseline (logit-lens),Pure ASR,Mixed 50/50,Pure QA
QA held-out example,VAL_QA_000, ,21,<|AUDIO|>, | . | <|im_end|> | in |  (sum: 0.79),26,干 | - | 讲 | ym | 引 (sum: 0.55), | 嗓子 | 鼻 | 喉 | 嗓 (sum: 0.37), | 鼻 | 嗓 | 嗓子 | 喉 (sum: 0.20), | 鼻 | 嗓 | ality | 龙 (sum: 0.08)
QA held-out example,VAL_QA_000, ,21,<|AUDIO|>, | . | <|im_end|> | in |  (sum: 0.79),28, | 干 |  | . | 转 (sum: 0.51)," | 干 | ' | "" | . (sum: 0.68)"," | "" | ' | <|im_end|> | . (sum: 0.46)"," | "" | <|im_end|> | ' | 机 (sum: 0.24)"
QA held-out example,VAL_QA_000, ,21,<|AUDIO|>, | . | <|im_end|> | in |  (sum: 0.79),30,干 |  | ry | as | 转 (sum: 0.38), | <|im_end|> | omatic | . | ry (sum: 0.33),<|im_end|> |  | 嗓子 | omatic | ry (sum: 0.33),<|im_end|> | 嗓子 |  | omatic | ry (sum: 0.36)
QA held-out example,VAL_QA_000, ,26,<|AUDIO|>,ling | ly | 三次 | ato | edly (sum: 0.54),0,卓 | 人家 | 走上 | toLocale | 骺 (sum: 0.13),Fasc | 的声音 | 就在 | 他说 | 在他的 (sum: 0.14),的声音 | fetchData | 在他的 | 尊严 | 姻 (sum: 0.10),DSL | 蘸 | 非常明显 | 吃什么 | 着他 (sum: 0.04)
QA held-out example,VAL_QA_000, ,26,<|AUDIO|>,ling | ly | 三次 | ato | edly (sum: 0.54),2,卓 | 人家 | toLocale | 走上 | 骺 (sum: 0.17),他说 | 儿 | 哄 | 列 | 的声音 (sum: 0.16),儿 | 事儿 | fetchData | 呛 | 他说 (sum: 0.16),当前位置 | fetchData | 哝 | DSL | 事儿 (sum: 0.04)
QA held-out example,VAL_QA_000, ,26,<|AUDIO|>,ling | ly | 三次 | ato | edly (sum: 0.54),4,卓 | toLocale | 后再 | im | 走上 (sum: 0.18),他说 | 儿 | 旁 | 联盟 | 列 (sum: 0.22),儿 | 他说 | 声 | 呛 | DSL (sum: 0.14),现场 | 删除 | 当前位置 | 风控 | ernals (sum: 0.03)
QA held-out example,VAL_QA_000, ,26,<|AUDIO|>,ling | ly | 三次 | ato | edly (sum: 0.54),6,卓 | toLocale | 后再 | 进行全面 | 达成 (sum: 0.17),儿 | 他说 | 的声音 | 声 | 轮 (sum: 0.33),儿 | 声 | 呛 | 他说 | 的声音 (sum: 0.22),当前位置 | 风控 | ernals | PUTE | 试图 (sum: 0.05)
QA held-out example,VAL_QA_000, ,26,<|AUDIO|>,ling | ly | 三次 | ato | edly (sum: 0.54),8,卓 | ita | 后再 | toLocale | distinctive (sum: 0.17),儿 | 混淆 | 呛 | 他说 | 声音 (sum: 0.20),儿 | ur | 呛 | 脸 | 混淆 (sum: 0.16),当前位置 | ur | 试图 | 脸 | CCCCCC (sum: 0.08)
QA held-out example,VAL_QA_000, ,26,<|AUDIO|>,ling | ly | 三次 | ato | edly (sum: 0.54),10,卓 | ita | � | 藤 | 喝 (sum: 0.36),他说 | 他在 | 儿 | 他也 | 时报 (sum: 0.38),儿 | 脸 | ur | 试图 | 时报 (sum: 0.13),ur | 脸 | 试图 | CCCCCC | 新华网 (sum: 0.08)
QA held-out example,VAL_QA_000, ,26,<|AUDIO|>,ling | ly | 三次 | ato | edly (sum: 0.54),12,ita | 葬 | 浊 | 卓 | <|9.36|> (sum: 0.17),儿 | 声 | 他说 | 脸 | 声音 (sum: 0.67),儿 | 脸 | 翻 | 声 | 母 (sum: 0.32),本身 | 盖 | 乐意 | 乐 | 试图 (sum: 0.10)
QA held-out example,VAL_QA_000, ,26,<|AUDIO|>,ling | ly | 三次 | ato | edly (sum: 0.54),14,ita | 人家 | 章 | 加紧 | 葬 (sum: 0.12),儿 | 他也 | 尔斯 | 翻 | 尔 (sum: 0.35),儿 | 翻 | 尔 | 尔斯 | 脸 (sum: 0.21),本身 | 翻 | 裸 | 加强 | 盖 (sum: 0.06)
QA held-out example,VAL_QA_000, ,26,<|AUDIO|>,ling | ly | 三次 | ato | edly (sum: 0.54),16,ita | 人家 | 奈 | 章 | ur (sum: 0.12),儿 | 馒头 | 尔斯 | 母 | 声 (sum: 0.22),儿 | 母 | 脸 | 呛 | 本身 (sum: 0.11),本身 | 周 | der | 裸 | uss (sum: 0.08)
QA held-out example,VAL_QA_000, ,26,<|AUDIO|>,ling | ly | 三次 | ato | edly (sum: 0.54),18,ita | 章 | 制品 | 浊 | 后再 (sum: 0.14),儿 | 声 | 脸 | 重复 | 混淆 (sum: 0.22),试图 | 翻 | 呛 | 脸 | 儿 (sum: 0.14),本身 | 试图 | 翻 | 大声 | 呛 (sum: 0.14)
QA held-out example,VAL_QA_000, ,26,<|AUDIO|>,ling | ly | 三次 | ato | edly (sum: 0.54),20,浑 | 浊 | Hend | 陆续 | 后再 (sum: 0.20),浑 | 混淆 | 重复 | 结 | 呛 (sum: 0.11),ifice | 呛 | 试图 | 穴 | 次数 (sum: 0.11),试图 | ifice | 呛 | 沟 | 回 (sum: 0.08)
QA held-out example,VAL_QA_000, ,26,<|AUDIO|>,ling | ly | 三次 | ato | edly (sum: 0.54),22,浑 | 可行性 | 浊 | pig | ly (sum: 0.25),pig | pigs | 猪 | 猪肉 | Pig (sum: 0.97),pig | pigs | 猪肉 | 猪 | 试图 (sum: 0.86),pig | 试图 | 猪肉 | 丘 | pigs (sum: 0.37)
QA held-out example,VAL_QA_000, ,26,<|AUDIO|>,ling | ly | 三次 | ato | edly (sum: 0.54),24,pig | Pig | 浑 | ly | pigs (sum: 0.87),pig | Pig | 猪 | pigs | pig (sum: 1.00),pig | Pig | pigs | 猪 | pig (sum: 1.00),pig | Pig | pigs | pig | 猪 (sum: 0.95)
QA held-out example,VAL_QA_000, ,26,<|AUDIO|>,ling | ly | 三次 | ato | edly (sum: 0.54),26,pig | Pig | er | 讲 | ly (sum: 0.81),pig | Pig | pigs | pig | 猪 (sum: 1.00),pig | Pig | pigs | pig | 猪 (sum: 1.00),pig | Pig | pig | pigs | Ham (sum: 0.94)
QA held-out example,VAL_QA_000, ,26,<|AUDIO|>,ling | ly | 三次 | ato | edly (sum: 0.54),28,le | 讲 | ly | er | 独 (sum: 0.62),pig | le | Pig | 桑 | ato (sum: 0.58),pig | le | ng | 形象 | ato (sum: 0.31),ng | le | pig | 形象 | 除此 (sum: 0.15)
QA held-out example,VAL_QA_000, ,26,<|AUDIO|>,ling | ly | 三次 | ato | edly (sum: 0.54),30,le | ato | ly | er | lo (sum: 0.50),ato | ling | le | ly | 三次 (sum: 0.21),ato | ling | le | ly | aje (sum: 0.19),ato | ling | aje | 三次 | ly (sum: 0.15)
QA held-out example,VAL_QA_000, ,31,<|AUDIO|>,", | ip | lp |  |  (sum: 0.20)",0,� | ás | 而言 | 普遍存在 | 自卑 (sum: 0.28),另一位 | 莲花 | <|0.00|> | sound | 声音 (sum: 0.07),莲花 | 恰当 | 中国市场 | sounds | 嘉宾 (sum: 0.05),赌 | 恰当 | algun | 部分内容 | 吃什么 (sum: 0.03)
QA held-out example,VAL_QA_000, ,31,<|AUDIO|>,", | ip | lp |  |  (sum: 0.20)",2,� | 而言 | ás | 普遍存在 | z (sum: 0.22),也知道 | 声响 | 亏 | 频频 | 铃 (sum: 0.06),亏 | 中国市场 | 再生能源 | 莲花 | 违法违规 (sum: 0.07),违法违规 | tower | Json | 中国市场 | ict (sum: 0.03)
QA held-out example,VAL_QA_000, ,31,<|AUDIO|>,", | ip | lp |  |  (sum: 0.20)",4,� | z | 普遍存在 | 喻 | ás (sum: 0.17),也知道 | 描述 | gy | 卯 | 不断完善 (sum: 0.05),中国市场 | 再生能源 | 则是 | 违法违规 | 瓢 (sum: 0.06),违法违规 | Json | tower | Immutable | 则是 (sum: 0.03)
QA held-out example,VAL_QA_000, ,31,<|AUDIO|>,", | ip | lp |  |  (sum: 0.20)",6,z | � | ender | 而言 | 喻 (sum: 0.25),不断完善 | 而言 | 不断提高 | 描述 | 也知道 (sum: 0.08),亏 | 下一个 | 则是 | 违法违规 | 万物 (sum: 0.06),亏 | 违法违规 | Json | tower | 优惠政策 (sum: 0.05)
QA held-out example,VAL_QA_000, ,31,<|AUDIO|>,", | ip | lp |  |  (sum: 0.20)",8,ender | z | lo | � | 深知 (sum: 0.14),不对 | theatre | 下一个 | 槌 | 不断完善 (sum: 0.12),下一个 | theatre | 则是 | 而言 | 再生能源 (sum: 0.06),院 | 加上 | 寡 | 子 | 违法违规 (sum: 0.05)
QA held-out example,VAL_QA_000, ,31,<|AUDIO|>,", | ip | lp |  |  (sum: 0.20)",10,ender | 深知 | 描述 | ale | 腰 (sum: 0.16),槌 | theatre | 他又 | 不对 | 金山 (sum: 0.06),描述 | 而言 | 则是 | 院 | theatre (sum: 0.05),ivo | ans | 院 | 加上 | 违法违规 (sum: 0.07)
QA held-out example,VAL_QA_000, ,31,<|AUDIO|>,", | ip | lp |  |  (sum: 0.20)",12,ale | 深知 | 的人来说 | ender | 融为一体 (sum: 0.12),音响 | 万物 | 不对 | 他又 | theatre (sum: 0.06),ivo | 音响 | 违法违规 | 则是 | theatre (sum: 0.03),ivo | 律 | 违法违规 | 院 | 니다 (sum: 0.10)
QA held-out example,VAL_QA_000, ,31,<|AUDIO|>,", | ip | lp |  |  (sum: 0.20)",14,ale | 游戏操作 | 公式 | ender | 端正 (sum: 0.23),不对 | 音响 | 金山 | unch | 因地制宜 (sum: 0.08),ivo | 不对 | 律 | 官 | 下半 (sum: 0.08),ivo | 律 | 官 | 出色 | 니다 (sum: 0.19)
QA held-out example,VAL_QA_000, ,31,<|AUDIO|>,", | ip | lp |  |  (sum: 0.20)",16,ender | lo | ale | 公式 | 端正 (sum: 0.17),不对 | 下半 | 킵 | 深知 | 相亲 (sum: 0.07),下半 | ivo | 킵 | 不对 | 官 (sum: 0.10),ivo | 官 | � | 正式 | 律 (sum: 0.19)
QA held-out example,VAL_QA_000, ,31,<|AUDIO|>,", | ip | lp |  |  (sum: 0.20)",18,amp | ender | 严峻 | ness | 初 (sum: 0.10),严峻 | 而言 | � | 不对 | ender (sum: 0.09),官 | ivo | � | 而言 | 伍 (sum: 0.09),官 | ivo | ground | � | plus (sum: 0.11)
QA held-out example,VAL_QA_000, ,31,<|AUDIO|>,", | ip | lp |  |  (sum: 0.20)",20,ender | 籍 | amp | 初 | 空前 (sum: 0.21),铁 | 肝脏 | ender | 型 | 严峻 (sum: 0.05),物 | 铁 | 官 | ender | ans (sum: 0.07),物 | 官 | ence | ans | 挑战 (sum: 0.15)
QA held-out example,VAL_QA_000, ,31,<|AUDIO|>,", | ip | lp |  |  (sum: 0.20)",22, | . | 空前 | / | 包括 (sum: 0.12), | 方 | /p | 工厂 | flesh (sum: 0.07),官 |  | 共赢 | 音 | slate (sum: 0.05),官 | 共赢 | 学家 | ake | ory (sum: 0.07)
QA held-out example,VAL_QA_000, ,31,<|AUDIO|>,", | ip | lp |  |  (sum: 0.20)",24,. |  | - | / | ; (sum: 0.17), | Hum | 森 | /p | 笑道 (sum: 0.07),莲花 | ant | 共赢 | out | 森 (sum: 0.05),ground | ant | 共赢 | 龙 | 莲花 (sum: 0.07)
QA held-out example,VAL_QA_000, ,31,<|AUDIO|>,", | ip | lp |  |  (sum: 0.20)",26,. | ant |  |  | - (sum: 0.25), | ant | -p | 笑道 |  (sum: 0.13),屁股 | 笑了笑 | ant |  | 铁 (sum: 0.07),屁股 | am | ground | 刺 | 铁 (sum: 0.08)
QA held-out example,VAL_QA_000, ,31,<|AUDIO|>,", | ip | lp |  |  (sum: 0.20)",28," |  | ant | Pr | , (sum: 0.39)", |  |  | Pr | 义 (sum: 0.42), |  | 无情 | 义 | ant (sum: 0.18),ant |  | 无情 | 落地 | 零 (sum: 0.07)
QA held-out example,VAL_QA_000, ,31,<|AUDIO|>,", | ip | lp |  |  (sum: 0.20)",30, |  |  | - | lp (sum: 0.11),"lp |  |  | 的笑容 | , (sum: 0.12)",lp | 无情 |  | 的笑容 | ions (sum: 0.10),无情 | lp | 的笑容 | ions |  (sum: 0.11)
QA held-out example,VAL_QA_000, ,36,<|AUDIO|>,� | gy | 鼻子 | 裁判 | - (sum: 0.20),0,非凡 | 招 | uit | 背后 | 无 (sum: 0.21),贪 | 溯 | <|17.03|> | <|19.32|> | 冤 (sum: 0.16),>tag | '; | 贪 | 试图 | 闹 (sum: 0.09),igen | 推荐阅读 | }$/ | 翻身 | 档 (sum: 0.08)
QA held-out example,VAL_QA_000, ,36,<|AUDIO|>,� | gy | 鼻子 | 裁判 | - (sum: 0.20),2,非凡 | 招 | uit | 背后 | ly (sum: 0.31),<|17.03|> | <|19.32|> | <|19.34|> | 关 | 须 (sum: 0.11),'; | >tag | 尔 | 儿 | 茨 (sum: 0.10),推荐阅读 | igen | >tag | '; | 头 (sum: 0.06)
QA held-out example,VAL_QA_000, ,36,<|AUDIO|>,� | gy | 鼻子 | 裁判 | - (sum: 0.20),4,非凡 | 招 | uit | 十条 | 藤 (sum: 0.33),<|17.03|> | 有机 | 皿 | 关 | 闹 (sum: 0.13),>tag | 茨 | 头 | 尔 | 儿 (sum: 0.19),>tag | 头 | ISTRIBUT | 推荐阅读 | }$/ (sum: 0.07)
QA held-out example,VAL_QA_000, ,36,<|AUDIO|>,� | gy | 鼻子 | 裁判 | - (sum: 0.20),6,非凡 | 招 | uit | ly | 十条 (sum: 0.36),<|17.03|> | 儿 | ajes | 谜 | 戏 (sum: 0.10),儿 | >tag | 茨 | 头 | 尔 (sum: 0.15),>tag | 极 | 头 | }$/ | 茨 (sum: 0.06)
QA held-out example,VAL_QA_000, ,36,<|AUDIO|>,� | gy | 鼻子 | 裁判 | - (sum: 0.20),8,招 | 藤 | uit | 戏 | 非凡 (sum: 0.26),戏 | 儿 | <|17.03|> | 谜 | oll (sum: 0.40),戏 | 儿 | 头 | 闹 | 有机 (sum: 0.57),头 | 戏 | >tag | ISTRIBUT | 咬 (sum: 0.19)
QA held-out example,VAL_QA_000, ,36,<|AUDIO|>,� | gy | 鼻子 | 裁判 | - (sum: 0.20),10,招 | 藤 | ense | uit | er (sum: 0.55),戏 | 另有 | 捞 | 似 | 寻常 (sum: 0.14),戏 | 捞 | 儿 | 闹 | 头 (sum: 0.21),头 | ISTRIBUT | 戏 | 有机 | 许 (sum: 0.12)
QA held-out example,VAL_QA_000, ,36,<|AUDIO|>,� | gy | 鼻子 | 裁判 | - (sum: 0.20),12,招 | 压 | 欠 | 背后 | 非凡 (sum: 0.52),儿 | 戏 | 闹 | 声 | vit (sum: 0.20),戏 | 儿 | 闹 | 头 | 其余 (sum: 0.20),头 | ISTRIBUT | 戏 | 闹 | 沟 (sum: 0.09)
QA held-out example,VAL_QA_000, ,36,<|AUDIO|>,� | gy | 鼻子 | 裁判 | - (sum: 0.20),14,招 | er | 欠 | 跃 | � (sum: 0.52),儿 | 油 | 闹 | 粪 | 姥 (sum: 0.10),头 | 闹 | 儿 | 蹄 | ัส (sum: 0.17),头 | 蹄 | 裸 | 皮 | .ent (sum: 0.20)
QA held-out example,VAL_QA_000, ,36,<|AUDIO|>,� | gy | 鼻子 | 裁判 | - (sum: 0.20),16,招 | er | ly | im | ages (sum: 0.70),油 | 卖 | 儿 | 一听 | 头 (sum: 0.16),头 | 卖 | 油 | 荷兰 | 儿 (sum: 0.20),头 | 蹄 | 鼻 | 卖 | 压 (sum: 0.17)
QA held-out example,VAL_QA_000, ,36,<|AUDIO|>,� | gy | 鼻子 | 裁判 | - (sum: 0.20),18,er | y | 招 | ly | 压 (sum: 0.72),油 | er | 儿 | 皮 | y (sum: 0.36),头 | 油 | 皮 | 卖 | 笼 (sum: 0.30),头 | 笼 | 可在 | 油 | 皮 (sum: 0.34)
QA held-out example,VAL_QA_000, ,36,<|AUDIO|>,� | gy | 鼻子 | 裁判 | - (sum: 0.20),20,er | y | 压 | 跃 | 带 (sum: 0.89),油 | er | 皮 | pig | 鳗 (sum: 0.32),油 | 皮 | 蹄 | 鳗 | 头 (sum: 0.23),头 | 蹄 | 鳗 | 可在 | 油 (sum: 0.18)
QA held-out example,VAL_QA_000, ,36,<|AUDIO|>,� | gy | 鼻子 | 裁判 | - (sum: 0.20),22,er | 带 | 注册 | y | im (sum: 0.90),pig | 猪 | 猪肉 | pigs | Pig (sum: 0.98),pig | 猪 | 猪肉 | pigs | 蹄 (sum: 0.94),pig | 蹄 | 猪 | 头 | 猪肉 (sum: 0.67)
QA held-out example,VAL_QA_000, ,36,<|AUDIO|>,� | gy | 鼻子 | 裁判 | - (sum: 0.20),24,pig | er | Pig | tail | � (sum: 0.92),pig | 猪 | Pig | pigs | 猪肉 (sum: 1.00),pig | 猪 | Pig | pigs | pig (sum: 1.00),pig | 猪 | pig | pigs | Pig (sum: 0.97)
QA held-out example,VAL_QA_000, ,36,<|AUDIO|>,� | gy | 鼻子 | 裁判 | - (sum: 0.20),26,pig | er | Pig | 尾巴 | y (sum: 0.97),pig | Pig | pig | pigs | 猪 (sum: 1.00),pig | pig | Pig | pigs | 猪 (sum: 1.00),pig | pig | pigs | Pig | ears (sum: 0.98)
QA held-out example,VAL_QA_000, ,36,<|AUDIO|>,� | gy | 鼻子 | 裁判 | - (sum: 0.20),28,er | � | pig | 巴 | 表演 (sum: 0.63),pig | 巴 | gy | er | 尾巴 (sum: 0.63),pig | 巴 | ears | er | earing (sum: 0.36),pig | earing | ears | 裁判 | 运动 (sum: 0.17)
QA held-out example,VAL_QA_000, ,36,<|AUDIO|>,� | gy | 鼻子 | 裁判 | - (sum: 0.20),30,- | y | er | � | gy (sum: 0.29),gy | 电路 | pig | � | ears (sum: 0.19),gy | 电路 | ears | pig | 鼻子 (sum: 0.18),gy | 电路 | ears | 裁判 | 鼻子 (sum: 0.16)
QA held-out example,VAL_QA_000, ,41,<|AUDIO|>, |  |  |  | P (sum: 0.77),0,rev | <|it|> | Rev | 层级 | � (sum: 0.21),<|0.01|> | tridges | 此次 | 走近 | 刚 (sum: 0.24),常务副 | 衔接 | 挂 | 所需要的 | missed (sum: 0.07),衔接 | 常务副 | BERT | 所需要的 | elected (sum: 0.03)
QA held-out example,VAL_QA_000, ,41,<|AUDIO|>, |  |  |  | P (sum: 0.77),2,rev | <|it|> | Rev | 正式启动 | 扰 (sum: 0.25), | r | s |  | <|0.01|> (sum: 0.10), | final | 说话 | 掏 |  (sum: 0.05),眼 | 废弃 | 犯 | 捕 | 贝尔 (sum: 0.06)
QA held-out example,VAL_QA_000, ,41,<|AUDIO|>, |  |  |  | P (sum: 0.77),4,rev | <|it|> | Rev | 正式启动 | 发动 (sum: 0.21), | r | g |  | a (sum: 0.18), |  | 瓢 | 说话 | 本领 (sum: 0.06),犯 | 眼 | 废弃 | 捕 | 体 (sum: 0.07)
QA held-out example,VAL_QA_000, ,41,<|AUDIO|>, |  |  |  | P (sum: 0.77),6,rev | Rev | � | <|it|> | 放过 (sum: 0.30), |  | r | a | 而言 (sum: 0.27), |  | 说话 | 贝尔 | 本领 (sum: 0.08),犯 | 极 | 体 | 贝尔 | 废弃 (sum: 0.09)
QA held-out example,VAL_QA_000, ,41,<|AUDIO|>, |  |  |  | P (sum: 0.77),8,rev | Rev | afe | 放过 | <|it|> (sum: 0.22), | � | 下一个 | 役 | r (sum: 0.11),下一个 | 最后一个 |  |  | 役 (sum: 0.09),铁 | 废弃 | 最后一个 | 子 | 眼 (sum: 0.06)
QA held-out example,VAL_QA_000, ,41,<|AUDIO|>, |  |  |  | P (sum: 0.77),10,rev | Rev | <|it|> | afe | 放过 (sum: 0.22), |  |  | � | 一级 (sum: 0.18), |  |  | 最后一个 | 而言 (sum: 0.16),铁 |  | 象征 | 废弃 | <?> (sum: 0.08)
QA held-out example,VAL_QA_000, ,41,<|AUDIO|>, |  |  |  | P (sum: 0.77),12,Rev | rev | <|it|> | afe | 棉花 (sum: 0.29),说法 |  | <?> |  |  (sum: 0.08), | 说法 | <?> |  |  (sum: 0.12), | 铁 | } | 外面 | ant (sum: 0.09)
QA held-out example,VAL_QA_000, ,41,<|AUDIO|>, |  |  |  | P (sum: 0.77),14,Rev | rev | ale | afe | 棉花 (sum: 0.19), | 事儿 | <?> |  |  (sum: 0.14), |  |  | <?> | } (sum: 0.24), | 铁 |  | } | 据 (sum: 0.16)
QA held-out example,VAL_QA_000, ,41,<|AUDIO|>, |  |  |  | P (sum: 0.77),16,理解和 | Rev | let | ale | 海绵 (sum: 0.14), | 说话 | 事儿 |  | 走近 (sum: 0.13), |  | 说话 | 谷 | 王 (sum: 0.16), | 谷 | 王 | 显然 | 据 (sum: 0.11)
QA held-out example,VAL_QA_000, ,41,<|AUDIO|>, |  |  |  | P (sum: 0.77),18,海绵 | 理解和 | 把这个 | rev | ale (sum: 0.12), | 事儿 | 龄 |  | 一点儿 (sum: 0.10), |  | let | } | 谷 (sum: 0.18), | 显然 | let | 谷 |  (sum: 0.16)
QA held-out example,VAL_QA_000, ,41,<|AUDIO|>, |  |  |  | P (sum: 0.77),20,龄 | 愿意 | ilo | let | 海绵 (sum: 0.05), |  | } | 炫耀 |  (sum: 0.31), | } | 炫耀 |  |  (sum: 0.47), | } | 炫耀 | 显然 |  (sum: 0.36)
QA held-out example,VAL_QA_000, ,41,<|AUDIO|>, |  |  |  | P (sum: 0.77),22,褒 | let | 愿意 | atic | 无所 (sum: 0.28), |  |  |  |  (sum: 0.41), |  |  |  | } (sum: 0.32), |  |  |  | } (sum: 0.13)
QA held-out example,VAL_QA_000, ,41,<|AUDIO|>, |  |  |  | P (sum: 0.77),24,愿意 | 褒 | 婚 | pig | 持续 (sum: 0.08),pig | pig | Pig |  |  (sum: 0.69),pig | pig | Pig |  | nothing (sum: 0.49),pig | pig | Pig | 屡 |  (sum: 0.22)
QA held-out example,VAL_QA_000, ,41,<|AUDIO|>, |  |  |  | P (sum: 0.77),26,P | 褒 | let | 愿意 | don (sum: 0.29), | pig |  | P |  (sum: 0.70),pig |  |  | P |  (sum: 0.49),pig |  | pig |  |  (sum: 0.20)
QA held-out example,VAL_QA_000, ,41,<|AUDIO|>, |  |  |  | P (sum: 0.77),28,P | let | p | 断 | t (sum: 0.69),P |  | pig |  | POS (sum: 0.65),P |  |  | 谷 | pig (sum: 0.37),谷 |  | P |  | pig (sum: 0.14)
QA held-out example,VAL_QA_000, ,41,<|AUDIO|>, |  |  |  | P (sum: 0.77),30,P |  | 行 | p |  (sum: 0.22), | P | p |  |  (sum: 0.51), | P |  | p |  (sum: 0.39), | P |  | nothing |  (sum: 0.29)
QA held-out example,VAL_QA_000, ,46,<|AUDIO|>, | 舞台 | 形象 | 二 |  (sum: 0.18),0,<|3.52|> | .handleSubmit | 航空公司 | 保管 | 强大 (sum: 0.12),<|0.00|> | himself | 他知道 | 在他的 | 在他 (sum: 0.97),<|0.00|> | himself | 他说 | 来自于 | 莲花 (sum: 0.24),Practice | <|im_end|> | 到位 | Видео | 赌博 (sum: 0.04)
QA held-out example,VAL_QA_000, ,46,<|AUDIO|>, | 舞台 | 形象 | 二 |  (sum: 0.18),2,保管 | aucoup | <|3.52|> | .handleSubmit | 强大 (sum: 0.09),<|0.00|> | 在他 | 莲花 | 他知道 | himself (sum: 0.99),<|0.00|> | 莲花 | 他说 | himself | 但是他 (sum: 0.19),违法违规 | xpath | 赌博 | 种种 | 尔 (sum: 0.03)
QA held-out example,VAL_QA_000, ,46,<|AUDIO|>, | 舞台 | 形象 | 二 |  (sum: 0.18),4,吉 | <|3.52|> | 强大 | 打架 | 延 (sum: 0.10),<|0.00|> | 他说 | himself | 他知道 | 但他们 (sum: 0.81),他说 | himself | ural | 国会 | 问他 (sum: 0.10),违法违规 | 种种 | xpath | Видео | isObject (sum: 0.03)
QA held-out example,VAL_QA_000, ,46,<|AUDIO|>, | 舞台 | 形象 | 二 |  (sum: 0.18),6,打架 | ابل | 吉 | 言 | 强大 (sum: 0.07),<|0.00|> | 他说 | himself | 他知道 | 他也 (sum: 0.74),他说 | ural | himself | 国会 | 呛 (sum: 0.15),种种 | 违法违规 | Видео | .clearRect | -language (sum: 0.04)
QA held-out example,VAL_QA_000, ,46,<|AUDIO|>, | 舞台 | 形象 | 二 |  (sum: 0.18),8,查看更多 | 言 | ابل | .handleSubmit | 打架 (sum: 0.35),<|0.00|> | 他说 | himself | 但他 | 他知道 (sum: 0.91),<|0.00|> | 他说 | 担保 | gy | 额外 (sum: 0.12),违法违规 | 额外 | 创造 | 担保 | 赌博 (sum: 0.06)
QA held-out example,VAL_QA_000, ,46,<|AUDIO|>, | 舞台 | 形象 | 二 |  (sum: 0.18),10,查看更多 | .handleSubmit | 言 | 强大 | 岛上 (sum: 0.59),<|0.00|> | 但他 | himself | 他说 | 在他 (sum: 0.92),<|0.00|> | 他说 | himself | 但他 | 在他 (sum: 0.34),额外 | 风光 | ality | 违法违规 | 旷 (sum: 0.08)
QA held-out example,VAL_QA_000, ,46,<|AUDIO|>, | 舞台 | 形象 | 二 |  (sum: 0.18),12,查看更多 | .handleSubmit | JAVA | 吐 | 蛐 (sum: 0.32),<|0.00|> | 他说 | himself | 但他 | 尔斯 (sum: 0.88),<|0.00|> | 他说 | himself | ality | 尔斯 (sum: 0.36),ality | 违法违规 | <|0.00|> | 风光 | 均匀 (sum: 0.10)
QA held-out example,VAL_QA_000, ,46,<|AUDIO|>, | 舞台 | 形象 | 二 |  (sum: 0.18),14,保管 | 查看更多 | .handleSubmit | 光环 | 炕 (sum: 0.08),<|0.00|> | 他说 | 但他 | 在他 | himself (sum: 0.99),<|0.00|> | 在他 | 尔斯 | 他说 | himself (sum: 0.45),ure | ality | usement | 电器 | detalle (sum: 0.06)
QA held-out example,VAL_QA_000, ,46,<|AUDIO|>, | 舞台 | 形象 | 二 |  (sum: 0.18),16,idence | 严峻 | 座谈会上 | iah | 舒 (sum: 0.12),<|0.00|> | 他说 | himself | 铭 | 但他 (sum: 0.97),<|0.00|> | 他说 | YM | 迁移 | 风 (sum: 0.27),age | ote | 创 | ure | ality (sum: 0.06)
QA held-out example,VAL_QA_000, ,46,<|AUDIO|>, | 舞台 | 形象 | 二 |  (sum: 0.18),18,炕 | iah | 觉 | ry | vain (sum: 0.36),<|0.00|> | 在他 | 尔斯 | himself | 黄金 (sum: 0.48),尔斯 | 实例 | 在他 | 周边 | ting (sum: 0.10),实例 | 均匀 | ting | 尔斯 | age (sum: 0.08)
QA held-out example,VAL_QA_000, ,46,<|AUDIO|>, | 舞台 | 形象 | 二 |  (sum: 0.18),20, | 这些东西 |  | ry | 都没有 (sum: 0.13), | 方言 | 甚至连 | 轻轻 | 尔斯 (sum: 0.17),尔斯 |  | 轻轻 | gy | ting (sum: 0.04),ote | ures | 正式 | 创 | 管 (sum: 0.03)
QA held-out example,VAL_QA_000, ,46,<|AUDIO|>, | 舞台 | 形象 | 二 |  (sum: 0.18),22,事 |  |  | ry | 光 (sum: 0.22),pig |  | ages | 音 | 墨 (sum: 0.09),ote | ages | 商 | ting | 单 (sum: 0.08),ote | 商 | 晚 | ial | ages (sum: 0.13)
QA held-out example,VAL_QA_000, ,46,<|AUDIO|>, | 舞台 | 形象 | 二 |  (sum: 0.18),24,ial | 事 | P |  | . (sum: 0.16),pig | Pig | 音 |  | 儿 (sum: 0.61),pig | Pig | ial | ian | 音 (sum: 0.23),ial | ian | pig | ote | 商 (sum: 0.10)
